,Text,Sentiment,label_val,panjang_text
8631,terletak pusat kota bandung bubur mudah dijangkau sudut kota bandung enak gurih salah nilai bubur,positive,2,151
8632,resto menawarkan makanan harga nya cocok bersantai pasangan muda kumpul kumpul kawan kawan pemandangan bagus lupa reservasi,positive,2,246
8633,calon calon pemimpin negeri kuat strategi kemenangan nya,neutral,1,88
8634,tolong carikan alamat orang ajak duel jantan pakai samurai menghina ku cinta hormati,negative,0,145
8635,restoran favorit suami bandung pilih air terjun nya romantis menenangkan hati sejuk suka rekomendasi,positive,2,186
8636,restoran menyajikan suasana tradisional dipadukan suasana romantis menyediakan menu tradisonal menu internasional beef steak terletak sebalah utara kota bandung menempuh jarak 30 menit kota bandung restauran terletak bersebalahan vila trinity dikelilingi pemandangan alam indah tebing tebing batu perkebunan bambu,positive,2,420
8637,kafe rekomendasikan menikmati makan malam menikmati rooftop pemandangan indah dikunjungi malam makan malam menikmati pemandangan meja sayang nya hujan duduk atap nya makanan nya enak harga nya terjangkau,positive,2,418
8638,hadiah makan giveaway instagram pas disambut hangat pelayan nya pesanan cepat enak sosis nya juara sosis menu wifi nya kencang nongkrong nongkrong ramai ramai pasangan cocok,positive,2,304
8639,arab ah panas gersang mending singapura paris levellah arab opsi pantat,negative,0,121
8640,konsep harga makanan sebanding makanan nya enak dibenahi cita makanan nya,positive,2,179
8641,premium starter kit umpan pancing ikan tombro pellets mix essen gurih 500 gede cocok pemancing barang kelas,positive,2,136
8642,daerah mainstream kedai kopi kafe bilangan jalan dayang sumbi sekitaran simpang dago sabuga institut teknologi bandung bangunan tua dimodifikasi kafe luas lapan merokok room dipisah pelayanan makanan kopi oke parkir tersedia interior desain nya asyik indoor plus kopi bar memudahkan penikmat kopi berbincang,positive,2,410
8643,kentaki fried chicken sutos town square pelayanan nya mengecewakan wifi parah meja kotor dibiarkan electricity charge,negative,0,119
8644,driver mengambil rute memutar sesuai peta kacau,negative,0,88
8645,supir gocar kota jakarta poin gocar,neutral,1,63
8646,sate kambing favorit kebanyakan bikin vertigo hadori asli setasiun kereta api kangen bumbu kacang kecap nya manis dibanding kecap sate kambing jawa,positive,2,253
8647,makanan enak bikin kantong bolong nasi 1 000 menambah sepuas nya menu 4 ribuan murah banget minum teh tawar 100 perak refill mantap,positive,2,207
8648,indonesia ceramah dibutuhkan indonesia kerja nya panas panaskan orang,negative,0,132
8649,buang perempuan ahok perempuan mendampingi ahok,negative,0,103
8650,minggu rutin duta pribadi bubur bubur terenak bandung dicampur sambal bawang goreng nya harga menu nya murah,positive,2,205
8651,berkunjung bandung bosan sarapan hotel cocok sarapan cakwe kompyang isi yahud banget mengenyangkan energi siang,positive,2,197
8652,nya nyaman nyaman modern pas banget nongkrong bersantai teman teman mengitari kota bandung seharian makanan minuman nya terjangkau berkualitas rekomendasi kafe banget bandung,positive,2,252
8653,restoran favorit merekomendasikan makan keluarga teman teman nya nyaman memesan pribadi zoom charge apapun memesan arisan acara makan keluarga makanan nya enak pencinta steak steak terbaik,positive,2,357
8654,nya enak harga nya terjangkau makanan nya pas segi porsi mantap top enak,positive,2,110
8655,porsi nya harga sesuai porsi sih penyajian nya rapi,negative,0,146
8656,tim pembantu gubernur daerah khusus ibukota anies baswedan tunggangan toyota corolla altis ketua tgupp,neutral,1,110
8657,pilihan bakso bakso unik unik suki bakar bakar,positive,2,130
8658,balesan pesan langsung bank negara indonesia buru buru,negative,0,77
8659,enak amanda brownis tiramisu nyam nyam harga mahal enak banget daerah jalan terusan jakarta bandung pandan enak,positive,2,163
8660,memesan mix grill kehabisan daging kambing nya pesan chicken steak ayam nya enak segar juicy kering saus jamur nya berasa lidah goulash soup nya enak mengenyangkan disediakan air putih pelayanan nya cepat parkir mudah,positive,2,380
8661,food court memiliki jenis makanan makanan ringan daerah cocok dikunjungi malam menyantap makanan keluarga teman pacar suasana santai cocok berkumpul jenis masakan berbeda beda dekorasi menarik lampu lampu betebaran,positive,2,425
8662,percaya jakarta orang bertanggung warga jakarta korban,negative,0,106
8663,suasana nyaman dingin ditambah espresso hot chocholate nya mantap menemani malam dingin pelayanan mbak delayg serasa mengobrol teman rekomendasi,positive,2,225
8664,lokasi kafe bandung dago lokasi unik bangunan menuruni tebing rimbunan pohon lokasi perbukitan pengunjung menikmati pemandangan udara bagus resto kafe menyediakan makanan indonesia variasi penyajian makanan nya kondisi lanjutan,positive,2,407
8665,rahasia bandung lengkap dago pakar lihat indah nya bandung pilihan jatuh sierra terkesan makanan nya enak,positive,2,221
8666,hindu anjing kristen babi hindu setan kristen iblis hindu kristen hati pemakan babi,negative,0,116
8667,rumah makan gaya zaman bandung lokasi nya ujung jalan pusat kota makan jam 9 malam pengunjung nya pelayanan nya cepat ramah memesan bakmi campur mie nya enak porsi babat nya berwarna hitam diiris tipis tipis alot,positive,2,343
8668,minimal anjing anjing tolong stabilitas sinyal 4 wilayah stadion maguwoharjo candi sambisari kalasan diy,negative,0,135
8669,keren,negative,0,11
8670,harga nya 26 ribu porsi mengenyangkan enak samchan nya kebanyakan kekurangan porsi nya pas,positive,2,136
8671,dukung kang ridwan kamil menang kang ridwan kamil nu bogana bobotoh sajawa barat tenang ulah sieun menang,positive,2,157
8672,paham konstelasi politik suksesi nasional sipil militer jawa jawa racist patron kekinian presiden orang jawa wakil presiden nya jawa jokowi agus harimurti yudhoyono jokowi prabowo nonsense,negative,0,282
8673,timnas indonesia curangi bakar stadion nya,negative,0,71
8674,makanan istimewa pengalaman buruk makan makanan teman pesan ribu jam pelayan datanglah masakan meja sayang sirloin pesan,negative,0,313
8675,instagram bagus memiliki fitur lengkap,positive,2,54
8676,kunjungan bandung memilih ampera dijadikan makan siang sekeluarga masakan khas sunda memiliki gerai kota kota enak nya gerai nya memiliki harga terjangkau menjadikan gerai ramai dikunjungi orang ramai selamat menikmati,positive,2,353
8677,pilih ah deh nya terkena anak nya memimpin kena keluarga korupsi,negative,0,153
8678,rumah makan khas sunda nya nyaman bersih menu makanan nya variatif menu nasi liwet enak harga terjangkau,positive,2,144
8679,sirloin steak barbeque sauce beda khas enak porsi mengenyangkan rugilah beli nya harga 30 ribu rupiah beli yogyakarta kepatihan,positive,2,191
8680,warung nya sederhana banget kupat digandrungi orang mencoba mantap pemirsa sambal kacang nya mantap suka manis pesan pakai kecap nya kenyal cocok penikmat kayak kupat nya nya kupat asli nasi beras nya,positive,2,413
8681,terkait bantuan likuiditas bank indonesia ramai mantan petinggi jaman nya dipanggil komisi pemberantasan korupsi,neutral,1,108
8682,hati marah perbuatan,negative,0,62
8683,kecewa banget pelayanan penjual aktif marketplace produk dijual jam tangan buka toko sebulan 12 produk dihapus hubungan toko,negative,0,187
8684,standar kentaki fried chicken sih nothing spesial pencinta makanan junkfood kentaki fried chicken pelampiasan sih standar getol,negative,0,202
8685,restoran favorit keluarga harga terjangkau menekan pesan pandan menu enak minuman nya enak,positive,2,162
8686,kecewa xiaomi store memasang tempered glass pasang ulang tempered glass nya bersih eh garis timbul diraba harga mahal pelayanan mengecewakan banget kecewa,negative,0,245
8687,jokowi gaya seribu gaya perkata nya penuh dusta pembohong publik suka pemimpin penipu dusta umat islam mengharap pilih jokowi 2019 bangsa indonesia tercinta pancasila tersayang,negative,0,287
8688,hebat,positive,2,5
8689,es tebu segar jualan nya higienis tebu dipakai tebu hijau alami menyegarkan,positive,2,115
8690,pencinta kuliner kampung daun restorant favorit makanan khas sunda suasana penyajian nilai plus kampung daun harga bohong,positive,2,238
8691,kue enak mango chocolate enak anak anak suka macaron nya makan nyaman keramaian mal trans stusio mal,positive,2,174
8692,kotor,positive,2,11
8693,3 makan siang warung tegal bosan menu nya ngangenikan mampir makan sop buntut soto babatnyaaa,positive,2,191
8694,jual pembalut pergelangan tangan wrist band wrist wrap toko olahraga paser jaya tokopedia,neutral,1,99
8695,logo golkar menyumbang partai golkar,neutral,1,58
8696,nya kembalikan uang invoice pembelian,neutral,1,82
8697,favorit sate ayam kambing cari nya ukuran sate nya lumayan enak acar surabaya irisan bawang merah bumbu kacang nya lumayan enak,positive,2,244
8698,x coba bareng keluarga duduk dikasih menu menu menu nya hancur banget lepas2 buku menu nya meja kursi kotor terawat menu pelayan nya laki laki bilang cepat pesan nya pesan puluhan orang sopan banget bad sikap pesan minuman langsung lanjutan,negative,0,418
8699,replying swasta ngawur nih acara nya film selesai ganti film benci,negative,0,103
8700,baraga terletak jalan braga bandung restoran menyediakan pilihan makanan lengkap steak pasta masakan lokal aneka minuman ulasan ringkas baraga memiliki lokasi strategis suasana menyenangkan dekorasi apik penuh musik rekomendasi sop buntut bakar minus poin kuah cengkeh nya kuat pastikan lanjutan,positive,2,444
8701,nasi campur mengandung babi depot klenteng standar saos berharap layanan bagus harga 40 ribu,negative,0,133
8702,suasana nya romantis cocok pasangan udara dingin sejuk pemandangan indah harga makanan sepadan dicoba,positive,2,172
8703,mengurusi karyawan becus malu mengaku memiliki solusi memperbaiki ekonomi negara kesatuan republik indonesia,negative,0,116
8704,lomie karuhun bandung terkenal memamg lomie karuhun nya enaklah,positive,2,103
8705,sayang nih melindungkan demis biar rumah demis digeledah sayang cari muka biar dukungan,negative,0,147
8706,mas kesal banget mas fadlil salah bully personal lift nya instagram facebook banget sih privasi kecewa bikin konten kritis main persekusi,negative,0,250
8707,sate legendaris bandung daging kambing nya empuk dicampur kuah gule acar menambah nasi,positive,2,126
8708,penerima wenny silfanus handphone 08569030856 isi paket sepatu almt tj duren timur 109 prap manjur 69 pengirim medan,neutral,1,137
8709,menginap makan restauran hotel nya bagus pemandangan indah sejuk pepohonan hotel padma menyenangkan makanan pesan enak pelayanan nya,positive,2,277
8710,tenang,negative,0,12
8711,pelayanan buruk serba lambat kacau pelayan makanan nya enak mahal banget,negative,0,144
8712,lokasi simpang dago nya asyik nongkrong beragam ramen ditawarkan harga terjangkau makanan pencuci mulut nya enak mencari ramen murah meriah lumayan enak pilihan,positive,2,259
8713,nya detil aroma chamomile bau nya enak sih,negative,0,71
8714,bosan hilang nya kepercayaan dibohongi,negative,0,60
8715,kecewa dap bermain taktik kotor berbohong rakyat konon nya supp wang pengundi mempersendakan,negative,0,154
8716,mb yenny bijaksana menjaga perasaan prabowo hati jernih batin mb apresiasi sikap sikap menyerukan rendah hati,positive,2,228
8717,tingkah anjing kesal nya,negative,0,46
8718,riset operasi edisi 2 sri mulyono,neutral,1,35
8719,sandi hebat memimpin,positive,2,33
8720,lokasi kampung bareto daerah padasuka angklung mang udjo arah bukit moko jalan kesana nya nyaman banget luas kontur perbukitan area keunikan menyempil luas area bermain vila nya 20 orang kamar 3 balkon enak berkumpul keluarga menginap senang,positive,2,473
8721,siomay coba jalan jalan bandung betah antrean nya pelayanan nya lambat alternatif dicoba batagor riasari seberang harga relatif antrean mengular,positive,2,298
8722,dengar mulut mulut restoran saking penasaran coba berkunjung sayang diceritakan orang sesuai harga nya masakan belajar,negative,0,285
8723,memutuskan makan sepupu sepupu warung bakso boedjangan mobil travel nya makan malam terkejut warung ramai lokasi nya universitas nya luas memesan menu rekomendasi nya bakso cengek bakso keju dsn nasi bakso telur asin,positive,2,412
8724,sehabis tebing keraton peserta trip memutuskan makan siang boemi joglo memesan nasi liwet porsi 8 orang nasi liwet dihidangkan menunggu 1 jam menunggu sendok garpu piring crew restoran kewalahan pengunjung ramai,negative,0,344
8725,nya sih menarik mudah dijangkau arah menu disajikan variatif ditata rapi nikmat sesuai daftar harga makanan pilih sayur bunga pepaya ditambah pedas disajikan cabe nya bunga pepaya,negative,0,354
8726,waroeng steak shake makan favorit harga ditawarkan cocok kantong mahasiswa menu makan salah menu favorit steak original minuman favorit mix juice apel wortel jeruk disaring lokasi mudah dijangkau,positive,2,335
8727,jagoan nya tumbang jawa pengamat jalan terjal prabowo 2019,neutral,1,72
8728,untung dikasih roti mamah lapor deh,positive,2,57
8729,islam agama kebohongan,negative,0,29
8730,selamat partai keadilan sejahtera partai demokrasi indonesia perjuangan percaya partai keadilan sejahtera,positive,2,45
8731,pangsit batagor nya enak berkuah pedas nya sempit antre menunggu giliran duduk makan nya nyaman siomay pangsit batagor nya enak deh nyaman terbayar,positive,2,365
8732,kota bandung makan bakmio naripan nya makan nama nya kota bandung bakso nya enak banget sih,positive,2,162
8733,ganti kartu rusak sinyal,neutral,1,69
8734,sudi,negative,0,10
8735,beli properti meikarta nya mending beli emas,negative,0,82
8736,steak saus nya standard berbeda suis butcher zaman area parkir sulit jam jam makan,negative,0,139
8737,terima kasih id lotteria nya,positive,2,54
8738,jijik,positive,2,11
8739,salah makan sunda favorit ayam goreng nya enak campur sambal tomat nasi hangat nikmat ramai sabtu minggu,positive,2,172
8740,mahal sinyal jelek berbanding terbalik teman harga paketan nya,negative,0,75
8741,pembaruan nomor telepon genggam terbaru pelayanan pelanggan cab bank negara indonesia data bank negara indonesia nomor handphone sih pelayanan nya,negative,0,167
8742,wajar gue ngomel semalam gue cemburu foto lecis,negative,0,81
8743,makanan nya enak nya nyaman dessert nya super suka salad nya iga bakar madu patut dicoba sepadan uang,positive,2,171
8744,nya bagus malam hias lampu lampu romantis cocok pasangan keramaian udara nya dingin indahan kota bandung,positive,2,215
8745,bangga memiliki presiden beliau rendah hati ramah merakyat sederhana cinta jokowi,positive,2,118
8746,sih tertarik pertandingan nya ku momen emosional nya pas diakhir sedih pemain pemain liperpul menangis kiper nya maaf berlinang air menyesal,negative,0,232
8747,silakan mengakses tokopedia browser pc laptop desktop masuk halaman tokocash pilih kategori pengembalian histori transaksi klik tombol pindahkan,neutral,1,201
8748,nya lucu desain tradisional makanan nya tradisional jual mainan zaman pesan mi jawa mi jawa nya harga nya mahal,negative,0,184
8749,direkomendasikan makan malam pasangan makanan enak pemandangan kota bandung indah excellence pelayanan staf nya pas merayakan valentine,positive,2,235
8750,suka membeli buku gramedia,positive,2,40
8751,youtube manfaat nya senang,positive,2,49
8752,lokasi nya sih suka nya tenang pedesaan harga nya terjangkau sabar menunggu pesanan nya nya nyaman tenang,positive,2,226
8753,nya bagus nuansa kayu kayu makanan lumayan authentic jepang harga nya lumayan promo ditawarkan,positive,2,128
8754,batagor terkenal enak sayang nya harga mahal harga wajar turis orang terhitung mahal mudah mencari nya terletak pinggir jalan harap maklum terkenal antre membeli batagor,positive,2,331
8755,niat nya sih mencalonkan presiden biar penanda kebaikan daerah daerah dibujuk indomie minyak goreng mari kawal 2019 anjing anjing compeni eh salah jaman belanda zaman penjajahan,negative,0,250
8756,nya enak harga nya mahal wajib coba sanwich andalan nya telur nya enak sih mi benang nya lumayan,positive,2,168
8757,salah andalan dapoer pandan wangi terong raos enak unik terong goreng tepung citarasa pedas manis dicoba resto cocok didatangi makan keluarga,positive,2,266
8758,pemimpin terbaik sandi nya,positive,2,65
8759,kafe nya unik mebel nya kayu kayu berbentuk gazebo khas tirai saung menu nya harga nya terjangkau pelayanan bagus,positive,2,223
8760,mengharapkan puas makanan berat menjual makanan nya pancake kue lumayan enak nya,positive,2,184
8761,instagram story kamera jelek,negative,0,42
8762,jajanan pasar harga standar standar pilihan,negative,0,69
8763,sekelompok mahasiswa goblok syukur deh gue mahasiswa daerah situ malu coi,negative,0,88
8764,salah resto braga mempertahankan keaslian zaman makanan interior karyawan display makanan roti nya hand made pengawet segi makanan braga resto enak harga nya mahal,positive,2,265
8765,istimewa restoran menyajikan menu makanan khas sunda makanan pesan rumah makan sunda menumbuhkan nikmat kuat terkesan mendalam ayam goreng sambal penyet pesanan mendekati nikmat,negative,0,354
8766,pesakitan berani lancang arogan ulama mengeluarkan ancaman menghinakan nya berhasil penguasa sungguh bencana umat islam,negative,0,242
8767,pengalaman pretty asmara mendekam tahanan,neutral,1,51
8768,kafe memiliki cabang bandung senang cabang bip nya mudah terjangkau menikmati pemandangan sore hujan jendela nya langsung mengarah jalan jenis makan nya pilihan makanan eropa makanan lokal suka makan spaghetti tek perpaduan eropa lokal ditemani ice thailand maknyus,positive,2,413
8769,lokasi valley suki garden masuk lokasi valley nya valley suki garden menikmati paket eat resto buka jam 5 sore bahan makanan disediakan beragam daging sapi bumbu barbeque lada hitam nya luas meja nya,positive,2,385
8770,marah detik pakai indosat nangor,negative,0,44
8771,nya pinggiran ruko nyaman bersantap mi kocok nya enak harga nya terjangkau lokasi seberang stasiun bandung sebelah toko kartika sari minum ambil kulkas,positive,2,243
8772,menu khas sunda variasi makanan harga terjangkau kalangan mahasiswa tingkat kelezatan makanan suka jeroan sapi tersedia komplet pencahayaan memilih makanan makan nyaman tersedia musala toilet bersih,positive,2,308
8773,resto menyediakan menu makanan cina enak harga mahan menu lengkap,positive,2,109
8774,bahas persiapan pidato politik 2018 susilo bambang yudhoyono ku mpulkan pengurus demokrat indonesia,neutral,1,83
8775,orang tinggalkan orang melarang ulama ulama pilih 2019,negative,0,123
8776,gerindra alihkan rekomendasi agus tanri bali lamo,neutral,1,67
8777,biarkan kabur negara,negative,0,52
8778,terletak jalan braga penuh nongkrong kafe perbaikan jalan mengganggu suasana jalan braga makanan restoran bangi nya,positive,2,248
8779,pencitraan kayak mempan presiden nya memikirkan hebat nya utang bengkak enak raja hutang bangun infrastruktur hutan melulu abang becak,negative,0,292
8780,beli buku tokopedia doang takut kena barang palsu,negative,0,105
8781,polisi setan kayak binatang sekolah suap uang petugas kepolisian binatang keparat bangsat ajar,negative,0,145
8782,eiger onder barang nya bagus bagus serius,positive,2,53
8783,kecewa banget pesan bayar tiket pesawat jam 1 penerbangan jam6 pagi e tiket dikirim dihubungi via email tiket dibayar habis jam jam pagi tiket nya habis dibooking,negative,0,275
8784,hai twit tema pelanggan happiness terima kasih,neutral,1,67
8785,berkunjung rekomendasi teman nya lumayan nyaman masakan nya enak harga standar mahal,positive,2,161
8786,daya jual oposisi berkualitas menyebarkan isu bohong menerus,negative,0,81
8787,langsung tertarik berkunjung plang nya warna menarik nya enak nongkrong ditambah nya gerobak kayu bikin penasaran coba masuk deh masuk nya nyaman meja kayu tempelan dinding nya unik coba pesan makanan deh pesan tenderloin steak milkshake vanilla,positive,2,400
8788,aduh orang orang gerindra beres anies dipecat menteri fadli zon koar koar,negative,0,115
8789,bapao minimal yen beli alamat nya gardujadi beli bapao manis asin siomay nya enak,positive,2,167
8790,taman kota bandung,neutral,1,39
8791,tenderloin steak suis butcher enak juicy saus kuis nya pas lidah harga nya pas kantong bersiaplah mengantre berkunjung pekan jam makan,positive,2,244
8792,suka banget belanja lazada,positive,2,32
8793,barang replika sayang informasi,negative,0,45
8794,rugi deh bandung mampir nya romantis lumayan penuh pengunjung harga nya mantan,positive,2,147
8795,review bingung makanan dijual nya enak nasi bakut mantap nasi bakmoy mantap lotek mantap bohong enak dicoba buktikan deh __laugh__,positive,2,227
8796,eksepsi ditolak setya novanto jalani sidang e kartu tanda penduduk 2 sepekan senin kamis,neutral,1,85
8797,menu nya menggugah selera harga nya terjangkau kol goreng garing perkedel jagung enak ayam nya mantap,positive,2,151
8798,mohon informasikan atm semarang tarik tunai baca mobile terima kasih,neutral,1,106
8799,coba nama nya nasi kalong nya enak ramai dicoba sesuai harapan lauk enak pelayanan nya pelayanan nya lelah nama pelayanan nya,negative,0,276
8800,nya nyaman interior unik pesan menu nasi putih sapi kepiting paket nya enak saus nya pilih 3 level kepedasan unik dicampur potongan bawang putih gurih lezat suka,positive,2,270
8801,kebijakan tolol boneka partai puaskan nafsu kekuasaan jelang pemilihan presiden 2019 dikorbankan nafsu birahi kotor,negative,0,135
8802,rombongan touring apalah apalah jalan tol pakai patwal menutup menutup jalan mobil payah touring pakai dikawal cupu,negative,0,139
8803,generasi muda anti korupsi menimba ilmu prof mantap,positive,2,61
8804,0 5 gips memperkukuh struktus bahan campuran 0 25 pupuk thread starter nutrisi,neutral,1,107
8805,makanan rumah sakit enak,negative,0,31
8806,berubah status universitas bsi gelar seminar motivasi,neutral,1,60
8807,resto tersedia menu khas populer bandung pelanggan menikmati menu populer bandung harga dijangkau,positive,2,157
8808,udara bandung dingin pas banget makan bakso bakso malang karapitan cabang bandung jalan merdeka mudah jangkau lokasi mal toko buku terkemuka indonesia belanja perut lapar cari makanan enak bakso malang karapitan pilihan,positive,2,364
8809,suka ayam kampung nya bikin ketagihan sambal bawang nya buih nya,positive,2,131
8810,lumayan makan rumah makan ampera jakarta bandung kemarin mencoba cabang nya cimahi memesan paru babat sate telur cucut keong kecewa cucut nya bumbu sambal nya manis enak,negative,0,387
8811,fahri hamzah elite makassar dipermalukan rakyat,neutral,1,67
8812,lagu munafik front pembela islam front pembenci islam islam lebay hidup mengatur malu memalukan muntah gue,negative,0,143
8813,berjuang rakyat ayo bergerak merevisi undang undang organisasi masyarakat tolak pembubaran organisasi masyarakat peradilan jaga demokrasi tingkatkan peradaban,positive,2,166
8814,nya meninggalkan partai golkar partai keadilan sejahtera gerindra demokrat partai orde radikal islam abal abal,negative,0,141
8815,penggemar babi rumah makan surga nya menyediakan makan pagi pilihan nya unik,positive,2,128
8816,partai demokrat papua agendakan pelantikan 160 pengurus,neutral,1,55
8817,bingung makan pilihan coba resto jadoel dimelewati mengandalkan ulasan pengunjung mencoba pie ayam nya enak suami suka ikan nya pedas pilih salmon shecuan mantap ah porsi puas,positive,2,267
8818,ayam karmila menyajikan menu masakan khas indonesia memesan menu ayam goreng gurih nasi merah sambal tomat ayam nya enak gurih sambal tomat menggugah selera sambal bawang nya segar jengkol balado menu jarang dijual makan hit overpriced menu jengkol menyarankan memesan menu nasi,positive,2,403
8819,cinta jokowi,positive,2,12
8820,menyebalkan senin pagi beserta macet parah banjir,negative,0,53
8821,pemilihan 1955 pertarungan ideologi partai politik partai politik indonesia nasionalis komunis islam,neutral,1,113
8822,bank negara indonesia digination id mengadakan digitalk tema usaha mikro menengah goes digital using digital transform bus,neutral,1,131
8823,plus menu makanan variatif enak lezat porsi cocok pengunjung lapar nuansa khas sunda negatif pelayanan terbilang berkunjung lapar menunggu maaf,positive,2,248
8824,menyesal pakai banget penyesalan nya pilih jokowi 2014 pilih janji kampanye nya manis mengingkari janji nya bermimpi khayalan kemakmuran sengsara melarat kenyataan,negative,0,296
8825,suasana resto jepang dekorasi suasana bergaya jepang resto menyajikan jenis ramen udon jenis sushi ramen nya enak shin men spesial ramen nya ramen kuah kaldu ayam potongan telur rebus irisan daging ayam sapi sayuran rekomendasi pelayanan cepat harga wajar,positive,2,386
8826,makanan giggle tergolong ekonomis suasana ditawarkan unik bagus kafe didekorasi mendetail menu favorit grilled chicken lumayan oke,positive,2,213
8827,lumayan enak ngadem malam kota pilihan makanan nya,positive,2,105
8828,sabun pencuci baju data baguslah,positive,2,45
8829,toko peepaya sukajadi tutup buka seberang jalan nya suka makan kpiting goreng nya,positive,2,147
8830,enjoy minum kopi mangga cobaan kopi kelenteng makan nya barista nya kece kecelah enjoy time,positive,2,127
8831,anak buah megatron tindakan radikal fandalisme bungkam komplota nya berbuat jahat,negative,0,126
8832,orang sunda butuh peminpin visioner penghibur,neutral,1,57
8833,berbicara nya masuk akal orang diculik sayang penculik nya teori,negative,0,113
8834,sok,negative,0,3
8835,pekan kemarin lokasi nya lumayan macet 2 jam 8 langsung order paket 6 takut order tambahan nasi 2 lauk lauk nya ditaruh tampah lumayan isi lauk sayur nya nasi 8 porsi bakul isi nya banget mantap,positive,2,372
8836,sinyal 4 paketan setuju koneksi bikin sakit hati senang,negative,0,87
8840,x rumah makan suasana nya tenang bersih ramah mudah mudahan makanan nya enak sejuk,positive,2,145
8841,jokowi ulama,positive,2,18
8842,ayam goreng enak kota bandung memiliki sambal spesial gurih paket ayam goreng sayur asam lalapan cocok makan siang malam,positive,2,166
8843,menyesal 2014 pilih jokowi dibohongi,negative,0,66
8844,jokowi persident semoga niat kebaikan jokowi mudah rezeki panjangkan umur nya,positive,2,108
8845,makanan ditawarkan spesial ayam goreng bakar sih beberpa pilihan juara ayam goreng nya nya luas cocok rombongan keluarga ramai pengunjung enak murah meriah es kelapa jeruk nya enak rumah nya tukang ketan bakar aduh pokok nya cuaca lembang dingin mendukung makan,positive,2,420
8846,bandung malam minggu macet,negative,0,39
8847,lokasi sulit dijangkau dusun bambu salah favorit makan menikmati fasilitas disediakan makanan dihidangkan spesial suasana cuaca mengobati kualitas makanan nya,positive,2,254
8848,martabak unggulan enak kompleks margahayu raya harga lumayan mahal dibanding martabak sebanding harga layanan oke khusus,positive,2,166
8849,warga warakas menyesal pilih jokowi,negative,0,40
8850,front pembela islam kelompok suka demokrasi bikin hancur negara kesatuan republik indonesia,negative,0,70
8851,telepon pakai operator id mohon penjelasan rugikan,negative,0,123
8852,bongkar penjara,negative,0,47
8853,gubernur perusak program bagus diteruskan program nya pencitraan,negative,0,106
8854,kampungan orang pribumi,negative,0,38
8855,kakak menikmati peningkatan android v7 telepon genggam xiaomi resmi note 4 matematika x20,neutral,1,98
8856,cocok anak anak taman bermain bagus ditambah rumah makan menu beragam memetik stroberi langsung menginap,positive,2,227
8857,lokasi keramaian kota menu makanan tendensi simpel plain lumayan buak nongkrong lihat nya anak muda istirahat,positive,2,188
8858,menonton sinetron bosan menonton isu bohong diramalkan,negative,0,79
8859,lokasi resto 8 orang teman langsung resto berhubung mencoba reservasi telepon nya dusun bambu rabu libur kelompok pertemuan pelayan bilang pesanan makanan makanan nya memuaskan bebek bakar bambu kecewa,negative,0,432
8860,makan restoran 10 penggemar makanan cina makanan hidangan restoran patut dicoba,positive,2,149
8861,nya nyaman duduk lantai lampu nya malam kesan nya romantis makanan nya lumayan beragam enak,positive,2,141
8862,suasana restoran nyaman bagus makanan lengkap tersedia camilan makan sayang cepat kehabisan makanan malam,positive,2,172
8863,minggu sore restoran pelanggan area buffett lengkap staf guard jok pelanggan menu variasi indonesia gaya konsep dadakan oke detail ambiance menunjang thema alas daun dilemaskan dilap debu kotor daun,positive,2,331
8864,seat indoor area nya publik cocoklah casual berkumpul casual date pilihan menu lumayan beragam variasi minuman non alcohol mengandung alcohol lokasi strategis malam minggu suguhan live musik bad,positive,2,354
8865,mengunjungi nya zaman kuliah 15 nya valley favorit makanan nya mantap area nya luas suasana nya romantis harga nya bikin tiris __laugh__ rela mengencangkan ikat pinggang minggu banddung makan malam valley,positive,2,344
8866,reservasi berkunjung sabtu pagi restoran b r si si dipersilakan foto foto jalan jalan nya oke bersih nyaman sport foto akang melayani nya ramah sumringah gara gara muka akang melayani sumringah mengurangi penilaian pengunjung,negative,0,430
8867,cari romantis candle light makan malam nya pemandangan indah lampu temaram menambah asyik suasana harga dibilang mahal porsi sesuai harga,positive,2,271
8868,bikin rusak pemandangan becak kumuh bikin amburadul anis kebijakan bikin jakarta sengsara kota malu lihat pemandangan jorok amburadul karuan malu ahok cerdas pintar menangani jakarta,negative,0,237
8869,makan menu komplit pelayanan cepat suasana antik nyaman luas suka menu bebek nya nasi goreng mie pas promo kartu kredit lumayan diskon nya,positive,2,232
8870,sariayu murah murahan,positive,2,34
8871,suku sih sih,negative,0,35
8874,api unggun bar pizza salah restoran wajib dikunjungi berlibur lembang nya nyaman suasana romantic menikmati santapan makan malam varian menu dapatkan menu restoran kota sulit ditemui daerah lembang,positive,2,395
8875,ayam kentaki fried chicken enak,positive,2,20
8876,bu risma bikin trotoar bagus surabaya bersih terjaga rewel,positive,2,80
8877,masakan jepang asli harga mahal enak chicken katsu nya garing asin sushi nya mantap gurih segar bikin ketagihan nasi ketan nya dicoba isi nya 2 biji harga 26 ribu restoran bersih remang dikunjungi orang jepang korea pengalaman terlupakan,positive,2,336
8879,lokasi salah jagoan nya masakan sunda enak terjangkau harga nya pengelola nya perhatikan kualitas kebersihan kualitas masakan nya kadang suka gosong suasana pedesaan pesawahan padi sengaja ditanam kesejukan tersendiri,positive,2,330
8880,makanan minuman enak enak murah cocok kantong mahasiswi pelajar,positive,2,119
